533;1215;175
567;1240;211
608;1249;247
652;1258;282
704;1262;317
752;1261;358
781;1330;391
815;1327;431
846;1278;467
869;1280;501
895;1273;542
916;1273;573
939;1270;606
963;1275;645
991;1267;683
1016;1254;721
1042;1249;758
1072;1244;792
1101;1241;837
1129;1241;863
1159;1235;905
1193;1232;941
1217;1235;977
1242;1233;1009
