498;1478;175
526;1476;214
555;1486;252
586;1506;289
618;1525;323
660;1555;357
707;1594;394
757;1611;432
802;1628;473
840;1649;508
875;1652;544
908;1677;580
939;1686;616
972;1696;655
1003;1718;695
1035;1734;730
1066;1750;769
1098;1763;808
1126;1763;838
1155;1771;878
1184;1778;913
1211;1784;954
1239;1789;992
1263;1802;1028
