180;1120;174
219;1133;210
331;1159;242
411;1159;279
451;1146;313
481;1133;352
505;1129;394
529;1123;425
552;1113;459
579;1113;495
608;1099;532
634;1089;569
664;1074;606
701;1071;642
734;1070;680
775;1063;717
809;1064;751
837;1069;793
858;1060;830
882;1060;864
905;1060;902
926;1058;939
949;1055;972
971;1055;1010
