131;1168;172
149;1159;210
165;1159;248
181;1155;282
199;1153;316
218;1154;355
239;1152;389
267;1147;422
299;1127;462
343;1113;497
443;1063;538
496;1042;574
534;1038;610
574;1019;646
604;984;682
631;969;720
654;958;755
677;945;790
701;944;829
727;929;867
751;918;902
775;919;935
801;901;973
826;883;1005
