227;1186;170
269;1178;207
320;1202;244
347;1204;282
376;1205;319
407;1206;354
439;1214;389
475;1217;424
514;1217;464
546;1176;496
571;1180;537
596;1182;578
623;1183;613
645;1184;650
672;1186;684
696;1195;721
726;1206;752
757;1209;792
784;1229;830
809;1276;864
840;1284;905
867;1273;940
889;1235;980
912;1236;1011
