37;1115;182
51;1108;208
71;1111;243
92;1141;278
119;1137;316
154;1147;357
186;1170;395
263;1108;436
296;1106;474
328;1104;511
359;1111;551
396;1111;586
436;1113;622
464;1230;667
490;1238;704
517;1246;741
544;1259;779
571;1270;820
604;1287;857
637;1294;895
669;1190;931
698;1199;971
722;1202;1005
749;1205;1049
