390;1112;167
432;1201;204
529;1359;241
665;1490;282
723;1524;317
768;1540;357
800;1559;394
832;1580;432
862;1607;470
895;1625;503
928;1660;539
969;1709;582
1009;1746;616
1045;1771;651
1091;1660;688
1114;1640;725
1147;1648;763
1177;1832;805
1203;1825;846
1227;1828;879
1249;1902;928
1274;1909;961
1291;1909;998
1305;1910;1024
