678;1252;175
719;1262;211
741;1262;247
772;1274;282
831;1280;320
866;1275;355
892;1274;390
934;1284;427
998;1279;462
1039;1282;501
1085;1278;538
1148;1291;575
1181;1277;614
1241;1289;649
1283;1257;684
1315;1273;719
1348;1259;759
1416;1263;797
1443;1262;829
1475;1259;869
1534;1252;908
1577;1253;942
1604;1267;977
1633;1258;1014
