283;1337;178
321;1340;212
398;1382;256
436;1375;287
476;1403;331
545;1352;366
576;1362;403
603;1364;437
652;1329;478
704;1385;522
737;1375;553
768;1393;591
834;1337;632
864;1343;664
890;1336;703
933;1309;744
984;1352;784
1017;1347;819
1048;1358;859
1094;1384;895
1148;1304;929
1180;1292;972
1219;1262;1010
1274;1294;1048
