462;1264;171
475;1261;203
528;1235;245
581;1303;282
619;1326;324
676;1288;362
704;1283;396
730;1276;433
764;1251;475
823;1292;516
851;1289;550
893;1313;587
947;1272;629
975;1262;662
1003;1246;702
1069;1281;748
1090;1272;778
1121;1288;815
1176;1249;859
1205;1249;890
1232;1239;924
1259;1221;969
1324;1251;1010
1349;1244;1045
