122;1048;169
176;1063;207
223;1036;238
269;1034;274
327;1068;316
359;1069;354
400;1084;388
447;1076;426
487;1069;462
531;1071;496
579;1092;533
608;1092;570
658;1092;607
698;1091;645
731;1086;680
778;1083;717
822;1074;755
855;1066;788
906;1058;827
939;1052;866
973;1036;899
1013;1036;937
1064;991;973
1089;982;1013
