47;1273;173
66;1276;211
81;1288;246
106;1284;282
134;1279;321
214;1288;361
250;1292;396
273;1306;434
328;1340;469
402;1348;512
448;1347;548
496;1381;591
525;1388;627
554;1396;665
609;1441;713
650;1385;741
694;1371;775
742;1426;816
772;1433;853
799;1439;890
838;1468;927
898;1420;974
931;1422;1006
985;1475;1040
